D,gamma,accuracy,method,cutoff,dataset type
1,0,0.14849999999999994,tGEO,100,1r
1,0,0.17879999999999996,MC3,1000,1r
1,0,0.2057800000000001,MAIC,1000,1m
1,0,0.10049999999999998,MC3,20,1m
1,0,0.2158,MAIC,100,1m
1,0,0.17250000000000007,MAIC,20,1m
1,0,0.15319999999999992,MC3,100,1r
1,0,0.13059999999999994,MC1,100,1m
1,0,0.10400000000000004,MAIC,20,1r
1,0,0.17879999999999996,MC3,1000,1m
1,0,0.17700000000000002,tGEO,100,0r
1,0,0.19358999999999996,MAIC,1000,1r
1,0,0.17049999999999993,MAIC,100,1r
1,0,0.16533000000000006,tGEO,1000,1r
1,0.2,0.17550000000000002,RRA,20,0r
1,0.2,0.1844000000000001,RRA,100,0m
1,0.2,0.07150000000000001,MC1,20,1r
1,0.2,0.34259999999999996,rMixGEO,100,0m
1,0.2,0.1089999999999999,BARD,100,1m
1,0.2,0.1089999999999999,BARD,100,1r
1,0.2,0.15064000000000002,BARD,1000,1m
1,0.2,0.04989999999999996,BARD,100,0m
1,0.2,0.24405000000000007,MAIC,1000,0m
1,0.2,0.15064000000000002,BARD,1000,1r
1,0.2,0.1145,tMED,20,0m
1,0.2,0.04989999999999996,BARD,100,0r
1,0.2,0.1844000000000001,RRA,100,0r
1,0.2,0.3484999999999999,rMixGEO,20,0m
1,0.2,0.10350000000000005,RRA,20,1r
1,0.2,0.11409999999999991,MC1,100,1m
1,0.2,0.11831000000000007,BARD,1000,0r
1,0.2,0.11831000000000007,BARD,1000,0m
1,0.2,0.17055,rMixMEAN,1000,1m
1,0.2,0.10250000000000002,rMEAN,100,1m
1,0.2,0.16049999999999998,MAIC,20,0r
1,0.2,0.06999999999999998,BARD,20,1r
1,0.2,0.13769999999999996,tMED,100,0m
1,0.2,0.05649999999999999,tMEAN,20,1r
1,0.2,0.15057,tMED,1000,0m
1,0.2,0.08899999999999991,tMEAN,100,1r
1,0.2,0.14601000000000006,tMEAN,1000,1r
1,0.2,0.17550000000000002,RRA,20,0m
1,0.2,0.13980000000000004,rMixMEAN,100,1m
1,0.2,0.10800000000000003,rMixMEAN,20,1m
1,0.2,0.032499999999999994,BARD,20,0m
1,0.2,0.032499999999999994,BARD,20,0r
1,0.2,0.07299999999999997,MC1,20,0r
1,0.2,0.07299999999999997,MC1,20,0m
1,0.2,0.13693000000000008,tMEAN,1000,0r
1,0.2,0.17804999999999996,BiGbottom,1000,0m
1,0.2,0.14350000000000002,tGEO,20,0r
1,0.2,0.14350000000000002,tGEO,20,0m
1,0.2,0.15690000000000004,tGEO,100,0r
1,0.2,0.21489999999999995,rMixGEO,1000,0m
1,0.2,0.15982000000000002,tGEO,1000,0r
1,0.2,0.07150000000000001,MC1,20,1m
1,0.2,0.16205000000000003,rMEAN,1000,1m
1,0.2,0.06799999999999996,rMEAN,20,1m
1,0.2,0.17804999999999996,BiGbottom,1000,0r
1,0.2,0.16795,RRA,1000,0r
1,0.2,0.16450000000000006,BIRRA,20,0m
1,0.2,0.13015999999999997,rMixMED,1000,0m
1,0.2,0.051999999999999984,RepeatChoice,20,1r
1,0.2,0.13693000000000008,tMEAN,1000,0m
1,0.2,0.16364999999999996,MC1,1000,1r
1,0.2,0.09939999999999997,tMEAN,100,0m
1,0.2,0.06499999999999996,tMEAN,20,0m
1,0.2,0.17196,stuart,1000,0m
1,0.2,0.20629999999999996,stuart,100,0m
1,0.2,0.18800000000000008,stuart,20,0m
1,0.2,0.15690000000000004,tGEO,100,0m
1,0.2,0.15982000000000002,tGEO,1000,0m
1,0.2,0.1845,rGEO,20,0m
1,0.2,0.05249999999999999,RepeatChoice,20,0m
1,0.2,0.2054,rGEO,100,0m
1,0.2,0.15159999999999998,stuart,100,1r
1,0.2,0.17136000000000004,stuart,1000,1r
1,0.2,0.17634,rGEO,1000,0m
1,0.2,0.07859999999999995,RepeatChoice,100,0m
1,0.2,0.20049999999999998,MAIC,1000,0r
1,0.2,0.13680000000000006,RepeatChoice,1000,0m
1,0.2,0.15057,tMED,1000,0r
1,0.2,0.13769999999999996,tMED,100,0r
1,0.2,0.1145,tMED,20,0r
1,0.2,0.07819999999999996,rMixMED,100,0m
1,0.2,0.06249999999999997,rMixMED,20,0m
1,0.2,0.07789999999999996,RepeatChoice,100,1r
1,0.2,0.12547000000000003,RepeatChoice,1000,1r
1,0.2,0.21729999999999994,BIRRA,100,0m
1,0.2,0.21078000000000002,BIRRA,1000,0m
1,0.2,0.3425000000000001,MAIC,20,0m
1,0.2,0.16795,RRA,1000,0m
1,0.2,0.06999999999999998,BARD,20,1m
1,0.2,0.06599999999999998,rMED,20,0m
1,0.2,0.07909999999999996,rMED,100,0m
1,0.2,0.1384,RRA,100,1r
1,0.2,0.1660800000000001,RRA,1000,1r
1,0.2,0.13017999999999996,rMED,1000,0m
1,0.2,0.04699999999999999,tL2,20,0m
1,0.2,0.36560000000000026,MAIC,100,0m
1,0.2,0.08109999999999994,tL2,100,0m
1,0.2,0.20233000000000004,VC,1000,0m
1,0.2,0.2740000000000001,VC,100,0m
1,0.2,0.26200000000000007,VC,20,0m
1,0.2,0.11409999999999991,MC1,100,1r
1,0.2,0.16364999999999996,MC1,1000,1m
1,0.2,0.19564000000000006,MixStuart,1000,0m
1,0.2,0.3245,MixStuart,100,0m
1,0.2,0.3435000000000001,MixStuart,20,0m
1,0.2,0.09939999999999997,tMEAN,100,0r
1,0.2,0.06499999999999996,tMEAN,20,0r
1,0.2,0.12300000000000001,stuart,20,1r
1,0.2,0.13076000000000002,tL2,1000,0m
1,0.2,0.2208999999999999,MAIC,100,0r
1,0.2,0.10049999999999999,tMED,100,1r
1,0.2,0.11949999999999995,MC1,100,0m
1,0.2,0.16456000000000004,MC2,1000,1m
1,0.2,0.11599999999999991,MC2,100,1r
1,0.2,0.11599999999999991,MC2,100,1m
1,0.2,0.08799999999999997,MC2,20,1r
1,0.2,0.06599999999999998,rMED,20,0r
1,0.2,0.07909999999999996,rMED,100,0r
1,0.2,0.08799999999999997,MC2,20,1m
1,0.2,0.16456000000000004,MC2,1000,1r
1,0.2,0.13017999999999996,rMED,1000,0r
1,0.2,0.053999999999999986,BiGNA,20,0r
1,0.2,0.053999999999999986,BiGNA,20,0m
1,0.2,0.21078000000000002,BIRRA,1000,0r
1,0.2,0.05649999999999999,tMEAN,20,1m
1,0.2,0.08899999999999991,tMEAN,100,1m
1,0.2,0.14601000000000006,tMEAN,1000,1m
1,0.2,0.21729999999999994,BIRRA,100,0r
1,0.2,0.07899999999999995,BiGNA,100,0m
1,0.2,0.16450000000000006,BIRRA,20,0r
1,0.2,0.12049999999999995,VC,20,0r
1,0.2,0.1305,BiGbottom,20,1r
1,0.2,0.18039000000000002,rMixGEO,1000,1m
1,0.2,0.07899999999999995,BiGNA,100,0r
1,0.2,0.10350000000000005,RRA,20,1m
1,0.2,0.1660800000000001,RRA,1000,1m
1,0.2,0.045999999999999985,RepeatChoice,20,1m
1,0.2,0.07549999999999994,RepeatChoice,100,1m
1,0.2,0.14089000000000007,RepeatChoice,1000,1m
1,0.2,0.1305,BiGbottom,20,1m
1,0.2,0.16764999999999994,tGEO,1000,1r
1,0.2,0.11000000000000004,tGEO,20,1r
1,0.2,0.16139999999999996,VC,1000,0r
1,0.2,0.14790000000000003,VC,100,0r
1,0.2,0.1801599999999999,BiGbottom,1000,1r
1,0.2,0.1801599999999999,BiGbottom,1000,1m
1,0.2,0.15799999999999995,BiGbottom,100,1r
1,0.2,0.15799999999999995,BiGbottom,100,1m
1,0.2,0.13999999999999993,tGEO,100,1r
1,0.2,0.17246999999999993,rGEO,1000,1m
1,0.2,0.13713000000000006,tL2,1000,1r
1,0.2,0.07419999999999995,tL2,100,1r
1,0.2,0.16764999999999994,tGEO,1000,1m
1,0.2,0.1713900000000001,BIRRA,1000,1r
1,0.2,0.12279999999999992,BIRRA,100,1r
1,0.2,0.07549999999999996,BIRRA,20,1r
1,0.2,0.1785,MixStuart,20,1m
1,0.2,0.18820000000000003,MixStuart,100,1m
1,0.2,0.17462,MixStuart,1000,1m
1,0.2,0.13999999999999993,tGEO,100,1m
1,0.2,0.14547999999999991,tMED,1000,1m
1,0.2,0.08329999999999999,VC,100,1r
1,0.2,0.054499999999999965,VC,20,1r
1,0.2,0.10049999999999999,tMED,100,1m
1,0.2,0.07149999999999998,tMED,20,1m
1,0.2,0.18663999999999994,MAIC,1000,1m
1,0.2,0.17750000000000007,MAIC,100,1m
1,0.2,0.14750000000000002,MAIC,20,1m
1,0.2,0.14350999999999994,VC,1000,1r
1,0.2,0.11000000000000004,tGEO,20,1m
1,0.2,0.06749999999999998,BiGNA,20,1m
1,0.2,0.06749999999999998,BiGNA,20,1r
1,0.2,0.04899999999999999,tL2,20,1r
1,0.2,0.14949999999999997,rGEO,100,1m
1,0.2,0.21939999999999993,BiGbottom,100,0r
1,0.2,0.12000000000000004,rGEO,20,1m
1,0.2,0.1845,rGEO,20,0r
1,0.2,0.2054,rGEO,100,0r
1,0.2,0.17634,rGEO,1000,0r
1,0.2,0.14353,rMED,1000,1m
1,0.2,0.09299999999999993,rMED,100,1m
1,0.2,0.07649999999999997,rMED,20,1m
1,0.2,0.14490000000000006,BiGNA,1000,1r
1,0.2,0.14490000000000006,BiGNA,1000,1m
1,0.2,0.09639999999999992,BiGNA,100,1r
1,0.2,0.09639999999999992,BiGNA,100,1m
1,0.2,0.04899999999999999,tL2,20,1m
1,0.2,0.07419999999999995,tL2,100,1m
1,0.2,0.13713000000000006,tL2,1000,1m
1,0.2,0.1897000000000001,rMixGEO,100,1m
1,0.2,0.17099999999999999,rMixGEO,20,1m
1,0.2,0.1384,RRA,100,1m
1,0.2,0.13268999999999997,BiGNA,1000,0r
1,0.2,0.17195,MC3,1000,1m
1,0.2,0.17195,MC3,1000,1r
1,0.2,0.06799999999999996,rMEAN,20,1r
1,0.2,0.10250000000000002,rMEAN,100,1r
1,0.2,0.16205000000000003,rMEAN,1000,1r
1,0.2,0.17259000000000005,MC3,1000,0m
1,0.2,0.17259000000000005,MC3,1000,0r
1,0.2,0.13268999999999997,BiGNA,1000,0m
1,0.2,0.02499999999999999,MC2,20,0r
1,0.2,0.07549999999999996,BIRRA,20,1m
1,0.2,0.12279999999999992,BIRRA,100,1m
1,0.2,0.17193999999999998,rMEAN,1000,0m
1,0.2,0.17650000000000005,rMEAN,100,0m
1,0.2,0.14400000000000004,rMEAN,20,0m
1,0.2,0.03739999999999996,MC2,100,0m
1,0.2,0.04699999999999999,tL2,20,0r
1,0.2,0.17196,stuart,1000,0r
1,0.2,0.29150000000000004,rMixMEAN,20,0m
1,0.2,0.13076000000000002,tL2,1000,0r
1,0.2,0.03739999999999996,MC2,100,0r
1,0.2,0.09619999999999994,RepeatChoice,100,0r
1,0.2,0.06049999999999999,RepeatChoice,20,0r
1,0.2,0.13615999999999995,RepeatChoice,1000,0r
1,0.2,0.15663999999999997,MC1,1000,0r
1,0.2,0.12409999999999989,MC3,100,1r
1,0.2,0.11493,MC2,1000,0m
1,0.2,0.08650000000000002,MC3,20,1r
1,0.2,0.12409999999999989,MC3,100,1m
1,0.2,0.14400000000000004,rMEAN,20,0r
1,0.2,0.17650000000000005,rMEAN,100,0r
1,0.2,0.17870000000000005,rMixMEAN,1000,0m
1,0.2,0.30399999999999994,rMixMEAN,100,0m
1,0.2,0.08650000000000002,MC3,20,1m
1,0.2,0.02499999999999999,MC2,20,0m
1,0.2,0.17512999999999995,MAIC,1000,1r
1,0.2,0.18800000000000008,stuart,20,0r
1,0.2,0.17040000000000002,MC3,100,0r
1,0.2,0.14547999999999991,tMED,1000,1r
1,0.2,0.07649999999999997,rMED,20,1r
1,0.2,0.07149999999999998,tMED,20,1r
1,0.2,0.09299999999999993,rMED,100,1r
1,0.2,0.14353,rMED,1000,1r
1,0.2,0.20629999999999996,stuart,100,0r
1,0.2,0.17193999999999998,rMEAN,1000,0r
1,0.2,0.14949999999999997,rGEO,100,1r
1,0.2,0.11949999999999995,MC1,100,0r
1,0.2,0.17246999999999993,rGEO,1000,1r
1,0.2,0.12300000000000001,stuart,20,1m
1,0.2,0.15159999999999998,stuart,100,1m
1,0.2,0.17136000000000004,stuart,1000,1m
1,0.2,0.12000000000000004,rGEO,20,1r
1,0.2,0.12528000000000006,rMixMED,1000,1m
1,0.2,0.08109999999999994,tL2,100,0r
1,0.2,0.06199999999999997,rMixMED,20,1m
1,0.2,0.13259999999999997,MAIC,100,1r
1,0.2,0.08549999999999999,MAIC,20,1r
1,0.2,0.2015000000000001,BiGbottom,20,0m
1,0.2,0.2015000000000001,BiGbottom,20,0r
1,0.2,0.07249999999999995,rMixMED,100,1m
1,0.2,0.15663999999999997,MC1,1000,0m
1,0.2,0.1713900000000001,BIRRA,1000,1m
1,0.2,0.21939999999999993,BiGbottom,100,0m
1,0.2,0.14944000000000002,VC,1000,1m
1,0.2,0.11179999999999994,VC,100,1m
1,0.2,0.088,VC,20,1m
1,0.2,0.17040000000000002,MC3,100,0m
1,0.2,0.12950000000000006,MC3,20,0r
1,0.2,0.12950000000000006,MC3,20,0m
1,0.2,0.11493,MC2,1000,0r
1,0.5,0.024999999999999994,tMEAN,20,0r
1,0.5,0.06569999999999995,tMEAN,100,0r
1,0.5,0.15528000000000006,rGEO,1000,1m
1,0.5,0.1441755406797116,MC1,1000,0r
1,0.5,0.12865,tL2,1000,1m
1,0.5,0.12059999999999997,rGEO,100,1m
1,0.5,0.14784554067971167,tGEO,1000,0m
1,0.5,0.25349999999999995,MAIC,20,0m
1,0.5,0.12533554067971164,tMEAN,1000,0r
1,0.5,0.12591999999999998,rMED,1000,1m
1,0.5,0.07729999999999997,rMED,100,1m
1,0.5,0.10350000000000004,BIRRA,20,0r
1,0.5,0.055999999999999966,rMED,20,1m
1,0.5,0.13219,VC,1000,1m
1,0.5,0.08140000000000003,VC,100,1m
1,0.5,0.06649999999999996,VC,20,1m
1,0.5,0.22910000000000014,MAIC,1000,0m
1,0.5,0.2960999999999998,MAIC,100,0m
1,0.5,0.019000000000000006,tL2,20,0m
1,0.5,0.05079999999999996,tL2,100,0m
1,0.5,0.1193255406797117,tL2,1000,0m
1,0.5,0.1386755406797116,tMED,1000,0m
1,0.5,0.09899999999999996,tMED,100,0m
1,0.5,0.06999999999999994,tMED,20,0m
1,0.5,0.08950000000000001,rGEO,20,1m
1,0.5,0.1613999999999999,BIRRA,100,0r
1,0.5,0.14889999999999998,MixStuart,100,1m
1,0.5,0.1441755406797116,MC1,1000,0m
1,0.5,0.16549999999999992,BiGbottom,100,0m
1,0.5,0.13699999999999998,BiGbottom,20,0r
1,0.5,0.13699999999999998,BiGbottom,20,0m
1,0.5,0.1244999999999999,tGEO,100,0m
1,0.5,0.14784554067971167,tGEO,1000,0r
1,0.5,0.1244999999999999,tGEO,100,0r
1,0.5,0.10300000000000001,tGEO,20,0r
1,0.5,0.15997554067971165,rGEO,1000,0r
1,0.5,0.15719999999999992,rGEO,100,0r
1,0.5,0.12299999999999998,rGEO,20,0r
1,0.5,0.03499999999999999,MC1,20,0m
1,0.5,0.03499999999999999,MC1,20,0r
1,0.5,0.04099999999999999,tMEAN,20,1m
1,0.5,0.07419999999999996,tMEAN,100,1m
1,0.5,0.13547000000000003,tMEAN,1000,1m
1,0.5,0.050999999999999976,rMixMED,20,1m
1,0.5,0.06679999999999993,rMixMED,100,1m
1,0.5,0.11019554067971166,rMED,1000,0m
1,0.5,0.03519999999999997,rMED,100,0m
1,0.5,0.16549999999999992,BiGbottom,100,0r
1,0.5,0.16325554067971168,BiGbottom,1000,0m
1,0.5,0.16325554067971168,BiGbottom,1000,0r
1,0.5,0.10399999999999995,MAIC,20,0r
1,0.5,0.053499999999999964,BIRRA,20,1m
1,0.5,0.08479999999999999,BIRRA,100,1m
1,0.5,0.14555,BIRRA,1000,1m
1,0.5,0.1386755406797116,tMED,1000,0r
1,0.5,0.09899999999999996,tMED,100,0r
1,0.5,0.06999999999999994,tMED,20,0r
1,0.5,0.08249999999999996,rMEAN,20,0r
1,0.5,0.12409999999999999,rMEAN,100,0r
1,0.5,0.15300554067971164,rMEAN,1000,0r
1,0.5,0.0235,rMED,20,0m
1,0.5,0.07649999999999996,rMixMEAN,20,1m
1,0.5,0.14978,rMixMEAN,1000,1m
1,0.5,0.1836455406797116,MAIC,1000,0r
1,0.5,0.15779999999999997,MAIC,100,0r
1,0.5,0.04949999999999998,rMEAN,20,1m
1,0.5,0.07639999999999995,rMEAN,100,1m
1,0.5,0.14135999999999999,rMEAN,1000,1m
1,0.5,0.15997554067971165,rGEO,1000,0m
1,0.5,0.15719999999999992,rGEO,100,0m
1,0.5,0.12299999999999998,rGEO,20,0m
1,0.5,0.09759999999999999,rMixMEAN,100,1m
1,0.5,0.18318554067971163,BIRRA,1000,0r
1,0.5,0.18075000000000002,VC,1000,0m
1,0.5,0.11358,rMixMED,1000,1m
1,0.5,0.09650000000000004,MAIC,20,1m
1,0.5,0.13059999999999997,MAIC,100,1m
1,0.5,0.17197000000000004,MAIC,1000,1m
1,0.5,0.11019554067971166,rMED,1000,0r
1,0.5,0.03519999999999997,rMED,100,0r
1,0.5,0.0235,rMED,20,0r
1,0.5,0.1379555406797116,VC,1000,0r
1,0.5,0.09329999999999997,VC,100,0r
1,0.5,0.052499999999999984,VC,20,0r
1,0.5,0.07199999999999997,MC3,20,0m
1,0.5,0.07199999999999997,MC3,20,0r
1,0.5,0.11779999999999996,MC3,100,0m
1,0.5,0.11779999999999996,MC3,100,0r
1,0.5,0.15310554067971163,MC3,1000,0m
1,0.5,0.15310554067971163,MC3,1000,0r
1,0.5,0.030999999999999993,tL2,20,1m
1,0.5,0.06319999999999995,tL2,100,1m
1,0.5,0.08259999999999991,MC1,100,0m
1,0.5,0.08259999999999991,MC1,100,0r
1,0.5,0.13934999999999997,tMED,1000,1m
1,0.5,0.08729999999999993,tMED,100,1m
1,0.5,0.062499999999999965,tMED,20,1m
1,0.5,0.15562,tGEO,1000,1m
1,0.5,0.025999999999999995,RepeatChoice,20,1m
1,0.5,0.05699999999999994,RepeatChoice,100,1m
1,0.5,0.11539999999999996,RepeatChoice,1000,1m
1,0.5,0.08449999999999998,RRA,20,1m
1,0.5,0.11419999999999998,RRA,100,1m
1,0.5,0.17500000000000004,VC,20,0m
1,0.5,0.019000000000000006,tL2,20,0r
1,0.5,0.05079999999999996,tL2,100,0r
1,0.5,0.15334,RRA,1000,1m
1,0.5,0.20340000000000008,VC,100,0m
1,0.5,0.12650000000000003,rMixGEO,20,1m
1,0.5,0.16237,rMixGEO,1000,1m
1,0.5,0.094,stuart,20,1m
1,0.5,0.12370000000000006,stuart,100,1m
1,0.5,0.15616,stuart,1000,1m
1,0.5,0.1305,MixStuart,20,1m
1,0.5,0.16022999999999996,MixStuart,1000,1m
1,0.5,0.09200000000000001,tGEO,20,1m
1,0.5,0.1223,tGEO,100,1m
1,0.5,0.1193255406797117,tL2,1000,0r
1,0.5,0.14539999999999995,rMixGEO,100,1m
1,0.5,0.10300000000000001,tGEO,20,0m
1,0.5,0.12591999999999998,rMED,1000,1r
1,0.5,0.14631,MC2,1000,1r
1,0.5,0.13481,BiGNA,1000,1m
1,0.5,0.1591855406797117,stuart,1000,0r
1,0.5,0.15979999999999994,stuart,100,0r
1,0.5,0.1365,stuart,20,0r
1,0.5,0.062499999999999965,tMED,20,1r
1,0.5,0.08729999999999993,tMED,100,1r
1,0.5,0.1269455406797116,BiGNA,1000,0r
1,0.5,0.1269455406797116,BiGNA,1000,0m
1,0.5,0.07189999999999996,BiGNA,100,0r
1,0.5,0.13934999999999997,tMED,1000,1r
1,0.5,0.12102554067971166,RepeatChoice,1000,0r
1,0.5,0.07929999999999997,BiGNA,100,1r
1,0.5,0.07189999999999996,BiGNA,100,0m
1,0.5,0.03849999999999999,BiGNA,20,0r
1,0.5,0.07929999999999997,BiGNA,100,1m
1,0.5,0.051499999999999976,BiGNA,20,1m
1,0.5,0.022,MC2,100,0r
1,0.5,0.10250554067971168,MC2,1000,0m
1,0.5,0.03849999999999999,BiGNA,20,0m
1,0.5,0.13481,BiGNA,1000,1r
1,0.5,0.10250554067971168,MC2,1000,0r
1,0.5,0.16169000000000003,MAIC,1000,1r
1,0.5,0.06299999999999999,MAIC,20,1r
1,0.5,0.027499999999999986,RepeatChoice,20,0m
1,0.5,0.011500000000000003,MC2,20,0m
1,0.5,0.011500000000000003,MC2,20,0r
1,0.5,0.022,MC2,100,0m
1,0.5,0.14555,BIRRA,1000,1r
1,0.5,0.11025000000000001,rMixMED,1000,0m
1,0.5,0.034899999999999966,rMixMED,100,0m
1,0.5,0.023000000000000003,rMixMED,20,0m
1,0.5,0.08479999999999999,BIRRA,100,1r
1,0.5,0.053499999999999964,BIRRA,20,1r
1,0.5,0.09200000000000001,tGEO,20,1r
1,0.5,0.1223,tGEO,100,1r
1,0.5,0.15562,tGEO,1000,1r
1,0.5,0.09699999999999999,BiGbottom,20,1m
1,0.5,0.09699999999999999,BiGbottom,20,1r
1,0.5,0.12649999999999992,BiGbottom,100,1m
1,0.5,0.12649999999999992,BiGbottom,100,1r
1,0.5,0.15909,BiGbottom,1000,1m
1,0.5,0.15909,BiGbottom,1000,1r
1,0.5,0.10199999999999998,MAIC,100,1r
1,0.5,0.12533554067971164,tMEAN,1000,0m
1,0.5,0.06569999999999995,tMEAN,100,0m
1,0.5,0.024999999999999994,tMEAN,20,0m
1,0.5,0.094,stuart,20,1r
1,0.5,0.12370000000000006,stuart,100,1r
1,0.5,0.15616,stuart,1000,1r
1,0.5,0.06319999999999995,tL2,100,1r
1,0.5,0.15300554067971164,rMEAN,1000,0m
1,0.5,0.12409999999999999,rMEAN,100,0m
1,0.5,0.08249999999999996,rMEAN,20,0m
1,0.5,0.12865,tL2,1000,1r
1,0.5,0.0165,BARD,20,0r
1,0.5,0.0165,BARD,20,0m
1,0.5,0.15796000000000002,rMixMEAN,1000,0m
1,0.5,0.23679999999999995,rMixMEAN,100,0m
1,0.5,0.21500000000000008,rMixMEAN,20,0m
1,0.5,0.1563855406797116,RRA,1000,0r
1,0.5,0.14560000000000003,RRA,100,0r
1,0.5,0.11949999999999995,RRA,20,0r
1,0.5,0.10350000000000004,BIRRA,20,0m
1,0.5,0.1613999999999999,BIRRA,100,0m
1,0.5,0.18318554067971163,BIRRA,1000,0m
1,0.5,0.030999999999999993,tL2,20,1r
1,0.5,0.06399999999999996,MC2,20,1m
1,0.5,0.06399999999999996,MC2,20,1r
1,0.5,0.08669999999999999,MC2,100,1m
1,0.5,0.05699999999999995,RepeatChoice,100,0r
1,0.5,0.03299999999999999,RepeatChoice,20,0r
1,0.5,0.08449999999999998,RRA,20,1r
1,0.5,0.11419999999999998,RRA,100,1r
1,0.5,0.15334,RRA,1000,1r
1,0.5,0.039,BARD,20,1m
1,0.5,0.039,BARD,20,1r
1,0.5,0.10974554067971166,BARD,1000,0r
1,0.5,0.06029999999999993,BARD,100,1m
1,0.5,0.05129999999999994,RepeatChoice,100,0m
1,0.5,0.06029999999999993,BARD,100,1r
1,0.5,0.11966999999999998,BARD,1000,1r
1,0.5,0.04999999999999998,RepeatChoice,20,1r
1,0.5,0.06469999999999994,RepeatChoice,100,1r
1,0.5,0.11507999999999997,RepeatChoice,1000,1r
1,0.5,0.10974554067971166,BARD,1000,0m
1,0.5,0.031499999999999966,BARD,100,0r
1,0.5,0.031499999999999966,BARD,100,0m
1,0.5,0.14631,MC2,1000,1m
1,0.5,0.08669999999999999,MC2,100,1r
1,0.5,0.11966999999999998,BARD,1000,1m
1,0.5,0.15528000000000006,rGEO,1000,1r
1,0.5,0.051499999999999976,BiGNA,20,1r
1,0.5,0.08950000000000001,rGEO,20,1r
1,0.5,0.09759999999999992,MC1,100,1r
1,0.5,0.15555999999999995,MC1,1000,1m
1,0.5,0.06699999999999996,MC3,20,1m
1,0.5,0.06699999999999996,MC3,20,1r
1,0.5,0.10009999999999998,MC3,100,1m
1,0.5,0.11949999999999995,RRA,20,0m
1,0.5,0.14560000000000003,RRA,100,0m
1,0.5,0.1563855406797116,RRA,1000,0m
1,0.5,0.06219999999999997,VC,100,1r
1,0.5,0.13547000000000003,tMEAN,1000,1r
1,0.5,0.04099999999999999,tMEAN,20,1r
1,0.5,0.05599999999999998,MC1,20,1m
1,0.5,0.15555999999999995,MC1,1000,1r
1,0.5,0.2690000000000001,MixStuart,20,0m
1,0.5,0.2773000000000001,MixStuart,100,0m
1,0.5,0.10009999999999998,MC3,100,1r
1,0.5,0.1543,MC3,1000,1m
1,0.5,0.1543,MC3,1000,1r
1,0.5,0.07419999999999996,tMEAN,100,1r
1,0.5,0.04299999999999997,VC,20,1r
1,0.5,0.1258700000000001,VC,1000,1r
1,0.5,0.1365,stuart,20,0m
1,0.5,0.04949999999999998,rMEAN,20,1r
1,0.5,0.07639999999999995,rMEAN,100,1r
1,0.5,0.055999999999999966,rMED,20,1r
1,0.5,0.14135999999999999,rMEAN,1000,1r
1,0.5,0.05599999999999998,MC1,20,1r
1,0.5,0.09759999999999992,MC1,100,1m
1,0.5,0.20401000000000002,rMixGEO,1000,0m
1,0.5,0.1591855406797117,stuart,1000,0m
1,0.5,0.27199999999999996,rMixGEO,20,0m
1,0.5,0.12373999999999993,RepeatChoice,1000,0m
1,0.5,0.07729999999999997,rMED,100,1r
1,0.5,0.12059999999999997,rGEO,100,1r
1,0.5,0.15979999999999994,stuart,100,0m
1,0.5,0.28189999999999993,rMixGEO,100,0m
1,0.5,0.1876399999999999,MixStuart,1000,0m
3,0,0.08549999999999999,tMEAN,20,1m
3,0,0.39750000000000013,BIRRA,20,0r
3,0,0.5485999999999998,BIRRA,100,0r
3,0,0.1520999999999999,tMEAN,100,1m
3,0,0.24106000000000014,tMEAN,1000,1m
3,0,0.42012,BIRRA,1000,0r
3,0,0.12009999999999994,tL2,100,1r
3,0,0.1075,MC2,20,0m
3,0,0.06049999999999997,tL2,20,1r
3,0,0.2851999999999999,BIRRA,100,1r
3,0,0.24650000000000014,rGEO,20,1m
3,0,0.24650000000000002,stuart,20,1m
3,0,0.2047,BiGNA,100,1m
3,0,0.2047,BiGNA,100,1r
3,0,0.21734000000000006,BiGNA,1000,1m
3,0,0.21734000000000006,BiGNA,1000,1r
3,0,0.17100000000000004,MC2,20,1m
3,0,0.17100000000000004,MC2,20,1r
3,0,0.24849999999999997,MC2,100,1m
3,0,0.24849999999999997,MC2,100,1r
3,0,0.27919000000000005,MC2,1000,1m
3,0,0.22272000000000006,tL2,1000,1m
3,0,0.12009999999999994,tL2,100,1m
3,0,0.06049999999999997,tL2,20,1m
3,0,0.27919000000000005,MC2,1000,1r
3,0,0.1655,BIRRA,20,1r
3,0,0.3418199999999999,BIRRA,1000,1r
3,0,0.23657,RepeatChoice,1000,1m
3,0,0.1825,RepeatChoice,100,1m
3,0,0.1125,RepeatChoice,20,1m
3,0,0.29464999999999997,rGEO,1000,1m
3,0,0.31219999999999987,rGEO,100,1m
3,0,0.22272000000000006,tL2,1000,1r
3,0,0.28616,rMixMEAN,1000,1m
3,0,0.3418199999999999,BIRRA,1000,1m
3,0,0.25250000000000006,rMixMEAN,20,1m
3,0,0.21069999999999994,rMED,100,1m
3,0,0.25559,rMED,1000,1m
3,0,0.24650000000000014,rGEO,20,1r
3,0,0.29000000000000015,tMED,20,0m
3,0,0.3579999999999998,tMED,100,0m
3,0,0.2251499999999999,tMED,1000,0m
3,0,0.24106000000000014,tMEAN,1000,1r
3,0,0.1520999999999999,tMEAN,100,1r
3,0,0.18650000000000005,BiGNA,20,0m
3,0,0.08549999999999999,tMEAN,20,1r
3,0,0.31219999999999987,rGEO,100,1r
3,0,0.29464999999999997,rGEO,1000,1r
3,0,0.18650000000000005,BiGNA,20,0r
